Source,Destination,Protocol,Length,Type,Duration,Label
443,49272,3,217,1,0.000025,Benign
49272,443,3,482,0,0.000616,Benign
443,49272,1,52,1,0.000766,Benign
443,49272,3,87,1,0.000142,Benign
49272,443,1,52,0,0.000611,Benign
49272,443,1,52,0,0.038749,Benign
49272,443,1,1400,0,0.004033,Benign
49272,443,3,184,0,0.000055,Benign
443,49272,1,52,1,0.00078,Benign
443,49272,3,87,1,0.000242,Benign
49272,443,1,52,0,0.004602,Benign
49272,443,3,1262,0,0.002503,Benign
443,49272,3,87,1,0.001077,Benign
49272,443,3,1264,0,0.000364,Benign
443,49272,3,420,1,0.000809,Benign
443,49272,3,146,1,0.000041,Benign
443,49272,3,87,1,0.000243,Benign
49272,443,1,52,0,0.002286,Benign
49272,443,1,52,0,0.000261,Benign
49272,443,1,52,0,0.00465,Benign
49272,443,3,76,0,0.029722,Benign
49272,443,1,52,0,0.00015,Benign
443,49272,1,52,1,0.000628,Benign
443,49272,3,76,1,0.000034,Benign
443,49272,1,52,1,0.000006,Benign
49272,443,3,430,0,0.004532,Benign
443,49272,3,87,1,0.001072,Benign
49272,443,1,1400,0,0.000355,Benign
49272,443,3,1400,0,0.000885,Benign
49272,443,3,928,0,0.000392,Benign
49272,443,1,40,0,0.000248,Benign
49272,443,1,40,0,0.000151,Benign
443,49272,1,52,1,0.000004,Benign
49272,443,1,40,0,0.000032,Benign
443,49272,3,87,1,0.000129,Benign
49272,443,1,52,0,0.00159,Benign
49272,443,3,597,0,0.033844,Benign
443,49272,3,629,1,0.001454,Benign
443,49272,1,1400,1,0.000028,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000043,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000112,Benign
443,49272,3,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000156,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000181,Benign
443,49272,3,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000187,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000173,Benign
443,49272,1,1400,1,0.000003,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
49272,443,3,596,0,0.000868,Benign
49272,443,1,52,0,0.001085,Benign
49272,443,1,52,0,0.000213,Benign
443,49272,3,632,1,0.000091,Benign
443,49272,1,1400,1,0.000028,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000039,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000112,Benign
443,49272,3,1400,1,0.000004,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000192,Benign
443,49272,3,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000147,Benign
443,49272,1,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000168,Benign
443,49272,1,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000003,Benign
443,49272,3,1400,1,0.000029,Benign
443,49272,1,1400,1,0.000086,Benign
49272,443,1,52,0,0.000061,Benign
443,49272,1,52,1,0.000177,Benign
49272,443,1,52,0,0.0003,Benign
443,49272,1,1400,1,0.000307,Benign
443,49272,1,1400,1,0.000077,Benign
443,49272,3,1400,1,0.000406,Benign
443,49272,1,1400,1,0.000191,Benign
49272,443,1,52,0,0.000037,Benign
49272,443,1,52,0,0.000548,Benign
49272,443,1,52,0,0.000135,Benign
443,49272,1,1400,1,0.000114,Benign
443,49272,3,1400,1,0.000004,Benign
49272,443,1,52,0,0.000529,Benign
443,49272,1,1400,1,0.000785,Benign
443,49272,1,1400,1,0.000008,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000008,Benign
443,49272,3,1400,1,0.000012,Benign
49272,443,1,52,0,0.0001,Benign
443,49272,1,1400,1,0.00077,Benign
443,49272,1,1400,1,0.000151,Benign
49272,443,3,622,0,0.00233,Benign
49272,443,1,52,0,0.000455,Benign
443,49272,3,87,1,0.00061,Benign
443,49272,3,1400,1,0.000113,Benign
443,49272,1,1400,1,0.000041,Benign
49272,443,1,1400,0,0.000466,Benign
49272,443,3,1400,0,0.000669,Benign
443,49272,1,52,1,0.000803,Benign
49272,443,1,1400,0,0.000736,Benign
49272,443,1,1400,0,0.001131,Benign
443,49272,1,52,1,0.000812,Benign
49272,443,3,1346,0,0.000016,Benign
49272,443,3,83,0,0.000868,Benign
49272,443,1,52,0,0.00061,Benign
443,49272,1,52,1,0.000177,Benign
443,49272,1,1400,1,0.000684,Benign
443,49272,3,1400,1,0.00001,Benign
49272,443,1,52,0,0.001086,Benign
49272,443,1,52,0,0.000062,Benign
49272,443,1,52,0,0.000385,Benign
443,49272,1,1400,1,0.000384,Benign
443,49272,1,1400,1,0.000009,Benign
443,49272,3,1400,1,0.000031,Benign
443,49272,1,1400,1,0.000003,Benign
49272,443,1,52,0,0.000679,Benign
443,49272,1,1400,1,0.000799,Benign
443,49272,3,1400,1,0.000062,Benign
443,49272,1,1400,1,0.000004,Benign
443,49272,1,1400,1,0.000001,Benign
49272,443,1,52,0,0.000136,Benign
49272,443,3,604,0,0.000268,Benign
443,49272,3,1400,1,0.000466,Benign
443,49272,1,1400,1,0.000059,Benign
49272,443,1,52,0,0.000446,Benign
443,49272,3,653,1,0.000461,Benign
49272,443,1,52,0,0.000058,Benign
443,49272,1,1400,1,0.000213,Benign
443,49272,3,1400,1,0.000042,Benign
443,49272,1,1400,1,0.000505,Benign
443,49272,1,1400,1,0.000153,Benign
443,49272,3,75,1,0.000791,Benign
443,49272,1,1400,1,0.000278,Benign
443,49272,1,1400,1,0.000473,Benign
443,49272,1,1400,1,0.00001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000079,Benign
443,49272,1,1400,1,0.000003,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000192,Benign
443,49272,1,1400,1,0.000003,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,77,1,0.000002,Benign
443,49272,3,1187,1,0.000299,Benign
443,49272,1,1400,1,0.000186,Benign
443,49272,1,1400,1,0.000189,Benign
443,49272,1,1400,1,0.000007,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000001,Benign
49272,443,1,52,0,0.00002,Benign
443,49272,3,1400,1,0.000121,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,737,1,0.000002,Benign
49272,443,1,52,0,0.00036,Benign
443,49272,3,1400,1,0.000267,Benign
443,49272,1,1400,1,0.000022,Benign
443,49272,3,218,1,0.000197,Benign
443,49272,3,146,1,0.000004,Benign
443,49272,1,1400,1,0.000244,Benign
443,49272,3,1400,1,0.000162,Benign
49272,443,1,52,0,0.000396,Benign
49272,443,1,52,0,0.000385,Benign
443,49272,1,1400,1,0.000378,Benign
443,49272,1,1400,1,0.000032,Benign
49272,443,1,52,0,0.003618,Benign
49272,443,1,52,0,0.000641,Benign
443,49272,3,1400,1,0.000121,Benign
443,49272,1,1400,1,0.000044,Benign
443,49272,1,1400,1,0.000003,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000588,Benign
443,49272,1,1400,1,0.000215,Benign
49272,443,1,52,0,0.000118,Benign
49272,443,1,52,0,0.00008,Benign
443,49272,3,1400,1,0.000672,Benign
443,49272,1,1400,1,0.000048,Benign
49272,443,1,52,0,0.000375,Benign
49272,443,1,52,0,0.000176,Benign
49272,443,1,52,0,0.000462,Benign
49272,443,1,52,0,0.000078,Benign
443,49272,1,1400,1,0.000038,Benign
443,49272,3,1400,1,0.000054,Benign
443,49272,1,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000168,Benign
443,49272,1,1400,1,0.000003,Benign
49272,443,1,52,0,0.00055,Benign
49272,443,1,52,0,0.000149,Benign
49272,443,1,52,0,0.000284,Benign
443,49272,1,1400,1,0.000333,Benign
443,49272,1,1400,1,0.000045,Benign
443,49272,3,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000145,Benign
49272,443,1,52,0,0.000168,Benign
49272,443,1,52,0,0.000555,Benign
443,49272,1,1400,1,0.000239,Benign
443,49272,1,1400,1,0.000008,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000032,Benign
443,49272,3,1400,1,0.000003,Benign
49272,443,1,52,0,0.000233,Benign
443,49272,1,1400,1,0.000273,Benign
443,49272,1,1400,1,0.000008,Benign
49272,443,1,52,0,0.000808,Benign
49272,443,1,52,0,0.000632,Benign
443,49272,3,1400,1,0.000118,Benign
443,49272,1,1400,1,0.000042,Benign
443,49272,1,1400,1,0.000003,Benign
443,49272,3,1400,1,0.000002,Benign
49272,443,1,52,0,0.000269,Benign
49272,443,1,52,0,0.000232,Benign
443,49272,1,1400,1,0.000091,Benign
443,49272,1,1400,1,0.000035,Benign
49272,443,1,52,0,0.00072,Benign
49272,443,1,52,0,0.000599,Benign
443,49272,3,1400,1,0.000165,Benign
443,49272,1,1400,1,0.000044,Benign
443,49272,1,1400,1,0.000003,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000141,Benign
443,49272,1,146,1,0.000043,Benign
49272,443,1,52,0,0.000257,Benign
443,49272,3,1400,1,0.000157,Benign
443,49272,1,1400,1,0.000008,Benign
49272,443,1,52,0,0.000532,Benign
443,49272,1,1400,1,0.000091,Benign
443,49272,3,1400,1,0.000007,Benign
49272,443,1,52,0,0.000454,Benign
443,49272,1,1400,1,0.000223,Benign
443,49272,1,1400,1,0.000049,Benign
443,49272,3,1400,1,0.000503,Benign
443,49272,1,1400,1,0.000135,Benign
49272,443,1,52,0,0.000886,Benign
49272,443,1,52,0,0.000089,Benign
443,49272,1,1400,1,0.000698,Benign
443,49272,3,1400,1,0.000032,Benign
49272,443,1,52,0,0.002328,Benign
443,49272,1,1400,1,0.00076,Benign
443,49272,1,1400,1,0.000057,Benign
443,49272,3,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000002,Benign
49272,443,1,52,0,0.001606,Benign
49272,443,1,52,0,0.000084,Benign
49272,443,1,52,0,0.000614,Benign
443,49272,1,1400,1,0.0001,Benign
443,49272,3,1400,1,0.000009,Benign
443,49272,1,1400,1,0.000629,Benign
443,49272,1,1400,1,0.000004,Benign
49272,443,1,52,0,0.000013,Benign
443,49272,3,1400,1,0.000058,Benign
443,49272,1,1400,1,0.000003,Benign
49272,443,1,52,0,0.000071,Benign
49272,443,1,52,0,0.000587,Benign
443,49272,1,1400,1,0.000031,Benign
443,49272,3,1400,1,0.000048,Benign
49272,443,1,52,0,0.000874,Benign
443,49272,1,1400,1,0.000784,Benign
443,49272,1,1400,1,0.000008,Benign
443,49272,3,1400,1,0.000043,Benign
443,49272,1,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000001,Benign
49272,443,1,52,0,0.0003,Benign
49272,443,1,52,0,0.000244,Benign
443,49272,1,1400,1,0.000475,Benign
443,49272,1,1400,1,0.000051,Benign
49272,443,1,52,0,0.000033,Benign
443,49272,1,1400,1,0.000168,Benign
443,49272,3,1400,1,0.000228,Benign
49272,443,1,52,0,0.000248,Benign
49272,443,1,52,0,0.000248,Benign
443,49272,1,1400,1,0.000552,Benign
443,49272,1,1400,1,0.000008,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,3,1302,1,0.000002,Benign
443,49272,3,1400,1,0.000163,Benign
49272,443,1,52,0,0.001347,Benign
49272,443,1,52,0,0.000059,Benign
49272,443,1,52,0,0.00003,Benign
49272,443,1,52,0,0.000028,Benign
49272,443,1,52,0,0.000026,Benign
443,49272,1,1400,1,0.000584,Benign
443,49272,1,1400,1,0.000107,Benign
49272,443,1,52,0,0.001264,Benign
49272,443,3,339,0,0.000052,Benign
49272,443,1,52,0,0.00003,Benign
49272,443,1,52,0,0.000027,Benign
49272,443,1,52,0,0.000027,Benign
49272,443,1,52,0,0.000026,Benign
49272,443,1,52,0,0.0004,Benign
443,49272,3,1400,1,0.000169,Benign
443,49272,1,1400,1,0.000011,Benign
443,49272,1,1400,1,0.000003,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000099,Benign
443,49272,3,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
443,49272,3,87,1,0.000265,Benign
49272,443,1,52,0,0.000231,Benign
49272,443,1,52,0,0.00068,Benign
443,49272,1,1400,1,0.000041,Benign
443,49272,1,1400,1,0.00001,Benign
443,49272,3,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000104,Benign
443,49272,3,1400,1,0.000003,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000001,Benign
49272,443,1,52,0,0.000273,Benign
443,49272,1,1400,1,0.000187,Benign
443,49272,1,1400,1,0.000225,Benign
49272,443,1,52,0,0.000297,Benign
49272,443,1,52,0,0.000543,Benign
443,49272,3,1400,1,0.000186,Benign
443,49272,1,1400,1,0.000104,Benign
443,49272,1,1400,1,0.000011,Benign
443,49272,3,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000417,Benign
443,49272,1,1400,1,0.000009,Benign
49272,443,1,52,0,0.000322,Benign
49272,443,1,52,0,0.000519,Benign
443,49272,3,1400,1,0.000177,Benign
49272,443,1,52,0,0.000034,Benign
443,49272,1,1400,1,0.000118,Benign
49272,443,1,52,0,0.002519,Benign
49272,443,1,52,0,0.000104,Benign
443,49272,1,1400,1,0.000628,Benign
443,49272,3,1400,1,0.00001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1400,1,0.000002,Benign
49272,443,1,52,0,0.000092,Benign
49272,443,1,52,0,0.000599,Benign
443,49272,1,1400,1,0.000046,Benign
443,49272,1,1400,1,0.000237,Benign
443,49272,3,1400,1,0.000006,Benign
443,49272,1,1400,1,0.000003,Benign
49272,443,1,52,0,0.00028,Benign
443,49272,1,1400,1,0.000083,Benign
443,49272,3,1400,1,0.000223,Benign
49272,443,1,52,0,0.000339,Benign
443,49272,1,1400,1,0.000684,Benign
443,49272,1,1400,1,0.000154,Benign
443,49272,3,1400,1,0.000005,Benign
443,49272,1,1400,1,0.000002,Benign
49272,443,1,52,0,0.000202,Benign
443,49272,1,1400,1,0.000696,Benign
443,49272,3,1400,1,0.000171,Benign
49272,443,1,52,0,0.000112,Benign
443,49272,1,1400,1,0.000691,Benign
49272,443,3,373,0,0.000034,Benign
443,49272,1,1400,1,0.000131,Benign
49272,443,1,52,0,0.000033,Benign
443,49272,3,1400,1,0.000636,Benign
49272,443,1,60,0,0.000026,Benign
443,49272,3,87,1,0.000221,Benign
443,49272,1,1400,1,0.000011,Benign
443,49272,1,60,1,0.000539,Benign
49272,443,1,52,0,0.000273,Benign
49272,443,1,52,0,0.000578,Benign
443,49272,1,1400,1,0.000144,Benign
49272,443,1,52,0,0.000067,Benign
443,49272,3,1400,1,0.00011,Benign
443,49272,1,1400,1,0.000377,Benign
49272,443,1,52,0,0.000101,Benign
443,49272,1,1400,1,0.00005,Benign
443,49272,3,1400,1,0.000591,Benign
49272,443,1,52,0,0.000014,Benign
443,49272,1,1400,1,0.000248,Benign
443,49272,1,1400,1,0.000009,Benign
443,49272,3,1400,1,0.000002,Benign
49272,443,1,52,0,0.000209,Benign
443,49272,1,1400,1,0.000653,Benign
49272,443,1,52,0,0.000029,Benign
49272,443,1,60,0,0.000103,Benign
443,49272,1,1400,1,0.000066,Benign
443,49272,3,1400,1,0.000006,Benign
443,49272,1,1400,1,0.000001,Benign
443,49272,1,1400,1,0.000483,Benign
443,49272,3,1400,1,0.000258,Benign
443,49272,1,60,1,0.000109,Benign
49272,443,1,52,0,0.000081,Benign
443,49272,1,1400,1,0.000706,Benign
443,49272,1,1400,1,0.000042,Benign
49272,443,1,52,0,0.000291,Benign
443,49272,1,676,1,0.000182,Benign
49272,443,1,52,0,0.00046,Benign
443,49272,3,1400,1,0.000073,Benign
443,49272,1,1400,1,0.000125,Benign
49272,443,1,52,0,0.000415,Benign
49272,443,1,52,0,0.000736,Benign
443,49272,1,1400,1,0.000031,Benign
443,49272,3,1400,1,0.000084,Benign
443,49272,1,1400,1,0.000006,Benign
443,49272,1,1400,1,0.000002,Benign
443,49272,3,1303,1,0.000513,Benign
49272,443,1,52,0,0.000109,Benign
49272,443,1,52,0,0.000089,Benign
49272,443,3,196,0,0.000773,Benign
49272,443,1,52,0,0.000572,Benign
443,49272,3,87,1,0.000522,Benign
443,49272,1,1400,1,0.000194,Benign
443,49272,3,126,1,0.000189,Benign
49272,443,1,52,0,0.00125,Benign
49272,443,1,52,0,0.001032,Benign
49272,443,1,52,0,0.000168,Benign
49272,443,1,52,0,0.000606,Benign
443,49272,1,87,1,0.000459,Benign
49272,443,1,52,0,0.000659,Benign
49272,443,1,52,0,0.00108,Benign
49272,443,1,52,0,0.000054,Benign
49272,443,1,52,0,0.001345,Benign
49272,443,1,52,0,0.000265,Benign
49272,443,1,52,0,0.001023,Benign
49272,443,1,52,0,0.000533,Benign
49272,443,1,52,0,0.00103,Benign
49272,443,1,52,0,0.001006,Benign
49272,443,1,52,0,0.002447,Benign
443,49272,1,218,1,0.00023,Benign
49272,443,1,52,0,0.000817,Benign
49272,443,1,52,0,0.000261,Benign
49272,443,1,52,0,0.000359,Benign
49272,443,1,52,0,0.000587,Benign
49272,443,1,52,0,0.002922,Benign
49272,443,1,52,0,0.001826,Benign
49272,443,1,52,0,0.001029,Benign
443,49272,1,1400,1,0.00013,Benign
49272,443,1,52,0,0.000477,Benign
49272,443,1,52,0,0.000799,Benign
49272,443,1,52,0,0.000601,Benign
49272,443,1,52,0,0.000932,Benign
49272,443,1,52,0,0.002362,Benign
49272,443,1,52,0,0.000719,Benign
49272,443,1,52,0,0.000623,Benign
49272,443,1,52,0,0.001028,Benign
49272,443,1,52,0,0.000084,Benign
443,49272,3,126,1,0.000634,Benign
49272,443,1,52,0,0.000063,Benign
49272,443,1,52,0,0.001378,Benign
49272,443,1,52,0,0.000631,Benign
49272,443,1,52,0,0.001032,Benign
49272,443,1,52,0,0.000059,Benign
49272,443,1,52,0,0.001133,Benign
49272,443,1,52,0,0.000331,Benign
49272,443,1,52,0,0.000899,Benign
49272,443,1,52,0,0.00064,Benign
49272,443,1,52,0,0.001601,Benign
49272,443,1,52,0,0.000541,Benign
49272,443,1,52,0,0.000584,Benign
49272,443,1,52,0,0.000582,Benign
49272,443,1,52,0,0.000697,Benign
49272,443,1,52,0,0.000266,Benign
49272,443,1,52,0,0.001978,Benign
49272,443,1,52,0,0.001033,Benign
49272,443,1,52,0,0.000555,Benign
49272,443,1,52,0,0.000579,Benign
49272,443,1,52,0,0.000055,Benign
49272,443,1,52,0,0.004212,Benign
49272,443,1,52,0,0.000674,Benign
49272,443,1,52,0,0.001124,Benign
49272,443,1,52,0,0.000687,Benign
49272,443,1,52,0,0.000054,Benign
49272,443,1,52,0,0.00092,Benign
49272,443,1,52,0,0.000644,Benign
49272,443,1,52,0,0.000679,Benign
49272,443,1,52,0,0.001273,Benign
49272,443,1,52,0,0.000593,Benign
49272,443,1,52,0,0.000175,Benign
49272,443,1,52,0,0.000719,Benign
49272,443,1,52,0,0.000696,Benign
49272,443,1,52,0,0.001225,Benign
49272,443,1,52,0,0.000152,Benign
49272,443,1,52,0,0.001531,Benign
49272,443,1,52,0,0.00009,Benign
49272,443,1,52,0,0.000412,Benign
49272,443,1,52,0,0.000576,Benign
49272,443,1,52,0,0.003173,Benign
49272,443,1,52,0,0.000189,Benign
49272,443,1,52,0,0.002435,Benign
49272,443,1,52,0,0.002905,Benign
49272,443,1,52,0,0.000719,Benign
49272,443,1,52,0,0.000193,Benign
443,49272,3,165,1,0.000844,Benign
443,49272,3,952,1,0.000021,Benign
443,49272,3,178,1,0.000027,Benign
443,49272,1,1400,1,0.000021,Benign
443,49272,3,126,1,0.000002,Benign
49272,443,1,52,0,0.000892,Benign
443,49272,3,1400,1,0.000656,Benign
443,49272,1,1400,1,0.000063,Benign
49272,443,1,52,0,0.001803,Benign
443,49272,1,1400,1,0.000623,Benign
49272,443,1,52,0,0.000039,Benign
443,49272,3,1400,1,0.00012,Benign
443,49272,1,1400,1,0.000543,Benign
443,49272,1,1400,1,0.000111,Benign
